"Genotype","Year","Plot","Plant","TestingDate","Median.Number.of.Roots","Maximum.Number.of.Roots","Number.of.Root.Tips","Width:Depth","Solidity","ShallowAngleFrequency","MediumAngleFrequency","SteepAngleFrequency","TotalRL_cm","Depth_cm","MaxWidth_cm","AverageDiameter_cm","MedianDiameter_cm","MaxDiameter_cm","Perimeter_cm","NetworkArea_cm2","ConvexArea_cm2","LowerRootArea_cm2","SurfaceArea_cm2","Volume_cm3","Average.Root.Orientation.deg"
"M37W","2017","364","2","01FEB2018",10,27,58,0.838,0.491,0.31,0.333,0.357,590.775728695652,16.8744347826087,14.1466956521739,0.280482260869565,0.203630695652174,1.67700739130435,518.255901565217,80.2533915387524,163.47659237051,76.1622966049149,520.410351213316,64.5860608292373,46.666
"M37W","2017","299","1","21DEC2017",15,72,429,0.774,0.35,0.329,0.316,0.355,2827.83107721739,37.6361739130435,29.1326956521739,0.180295826086957,0.128789043478261,2.46840513043478,2892.87628069565,259.832396975425,742.048945803403,249.13408310775,1591.57022986616,155.818404035051,45.679
"M37W","2017","364","1","18JAN2018",5,46,159,0.515,0.357,0.328,0.312,0.361,1026.69169930435,31.1646956521739,16.0572173913043,0.226601130434783,0.159269043478261,1.83334991304348,956.876961130435,114.816161610586,321.871421625709,102.330059379962,728.392243316265,84.9581674579796,45.851
"Mo17","2017","300","1","12JAN2018",19,50,245,0.807,0.344,0.298,0.326,0.376,1614.87218852174,27.2332173913043,21.9875652173913,0.172223043478261,0.128789043478261,1.28104347826087,1607.35876913043,140.994656725898,410.10845473724,133.531899531191,866.591955574132,63.1162427405558,47.393
"Mo17","2017","300","2","16JAN2018",20,59,199,1.42,0.405,0.316,0.353,0.331,1493.54994991304,19.1493913043478,27.2000869565217,0.216860782608696,0.156176869565217,1.507744,1340.10084156522,155.666009784499,383.896847913043,148.651571712665,1012.75458001152,96.455976833854,45.17
"Mo17","2017","365","2","09MAR2018",10,51,170,1.066,0.412,0.326,0.343,0.332,1228.17074991304,24.3508695652174,25.9521739130435,0.26555147826087,0.188710956521739,1.67860869565217,1083.92512173913,160.528369716446,389.499861281663,153.96188489225,1023.56926122984,121.113230676121,45.139
"Mo17","2017","365","1","21DEC2017",15,59,153,1.14,0.474,0.323,0.364,0.312,1735.97522513043,23.0808695652174,26.3166086956522,0.217898869565217,0.159269043478261,1.47999173913043,1393.5782666087,176.443332703214,372.531421531191,56.6874895274102,1183.8638686234,109.991463919415,44.426
"Mo18W","2017","345","1","01MAR2018",16,43,165,1.085,0.532,0.326,0.354,0.321,2153.71198504348,26.5485217391304,28.8013913043478,0.295457217391304,0.234784347826087,1.7653,1459.11660556522,284.7393536862,534.755622967864,65.8562009905482,1998.94210735811,243.605818133686,44.851
"Mo18W","2017","345","2","01MAR2018",15,36,207,1.217,0.453,0.346,0.348,0.306,1893.926362,28.8897391304348,35.1624347826087,0.327052608695652,0.237887565217391,2.61951304347826,1450.72259026087,278.456422170132,615.207318884688,278.422151856333,1949.65718245111,304.051238703508,43.556
"Mo18W","2017","328","1","02MAR2018",14,44,172,0.898,0.524,0.333,0.346,0.32,1987.27115217391,28.9891304347826,26.0184347826087,0.286810173913043,0.217534434782609,2.75193539130435,1491.33825043478,260.135219712665,496.468425928166,257.586532816635,1789.79874370775,242.647238326089,44.352
"Mo18W","2017","328","2","06MAR2018",15,45,106,1.275,0.754,0.341,0.355,0.304,2133.07967547826,20.9273913043478,26.6920869565217,0.343728260869565,0.246943217391304,2.5865372173913,1202.00584547826,295.704390601134,392.030071478261,66.1445106767486,2322.08749679992,374.542988260243,43.697
"Ms71","2017","329","1","20DEC2017",16,34,101,1.443,0.546,0.307,0.375,0.318,1039.27780791304,15.7148695652174,22.6722608695652,0.253922695652174,0.200008434782609,1.39916452173913,834.215137565217,126.452701542533,231.404439928166,52.0547772854442,828.567847221013,84.2821361904524,45.198
"Ms71","2017","358","1","10JAN2018",17,43,129,1.24,0.4,0.307,0.332,0.361,1135.36428513043,19.9666086956522,24.7594782608696,0.22543052173913,0.168214260869565,1.28104347826087,1060.64200191304,125.846568234405,314.891802680529,122.645891667297,799.771626747834,76.132251169761,46.636
"Ms71","2017","358","2","11JAN2018",17,42,139,1.252,0.482,0.311,0.347,0.342,1236.02888043478,18.9837391304348,23.7655652173913,0.270101391304348,0.198782608695652,1.9577767826087,1049.95658634783,157.552340544423,326.771466706994,150.022262306238,1053.17836452143,127.776352707839,45.963
"Ms71","2017","329","2","09FEB2018",8,34,117,1.181,0.428,0.322,0.343,0.335,805.821946347826,19.0168695652174,22.4513913043478,0.282602608695652,0.209538956521739,1.961642,702.812456173913,108.761658200378,254.322742771267,47.9349001663516,714.824987079894,90.298141455655,45.182
"NC262","2017","315","2","06FEB2018",14,43,136,1.128,0.462,0.343,0.357,0.301,1100.41001991304,19.1714782608696,21.6341739130435,0.251261217391304,0.187418869565217,1.78958460869565,962.26230226087,130.148895137996,281.865403705104,123.92828437051,867.719835750223,95.6580185102665,43.489
"NC262","2017","377","1","12JAN2018",29,59,288,1.288,0.444,0.322,0.337,0.342,1899.81542930435,22.263652173913,28.6688695652174,0.183597826086957,0.139688956521739,2.00991304347826,1913.94950226087,183.407645867675,413.185099599244,178.175386071834,1090.92130763409,89.7110024208558,45.591
"NC262","2017","315","1","18JAN2018",17,45,176,0.908,0.374,0.313,0.303,0.384,1208.1628386087,21.9102608695652,19.8893043478261,0.165541739130435,0.128789043478261,1.14597069565217,1279.56885365217,107.315353391304,286.824964491493,54.9189705935728,621.5812606462,42.4297147794031,47.178
"NC262","2017","377","2","12FEB2018",16,43,93,0.884,0.572,0.312,0.346,0.341,1318.32724373913,20.5408695652174,18.1554782608696,0.247672086956522,0.188710956521739,1.94377365217391,1007.11790713043,151.912739652174,265.412238245747,146.82622015879,1025.34286473184,107.194133102801,45.665
"NC350","2017","301","1","03JAN2018",12,39,104,0.711,0.412,0.305,0.311,0.384,936.001385826087,21.7777391304348,15.494,0.169672,0.132521739130435,1.49312243478261,946.506660173913,85.447722268431,207.365705153119,83.1679536710775,494.756995605074,36.7961667523972,47.336
"NC350","2017","369","1","22FEB2018",14,40,146,0.799,0.503,0.34,0.333,0.327,1463.5450513913,25.9411304347826,20.7175652173913,0.245518608695652,0.178076086956522,1.95379008695652,1205.79141730435,171.028867039698,340.240431780718,156.419956688091,1122.58639583741,131.552818989298,44.381
"NC350","2017","301","2","06FEB2018",8,42,134,0.626,0.415,0.32,0.324,0.356,1448.85090843478,31.7610434782609,19.8782608695652,0.235712,0.172499130434783,1.84528791304348,1190.36379965217,162.104072400756,390.266735776938,159.946750049149,1070.07792508775,117.759212089416,46.003
"NC350","2017","369","2","23FEB2018",10,32,121,0.59,0.524,0.325,0.318,0.357,1022.10519921739,25.4773043478261,15.0191304347826,0.303276,0.203630695652174,1.89498356521739,831.595503043478,142.968309708885,273.050859470699,142.482549353497,971.297382726064,136.310527066611,45.701
"Oh43","2017","292","2","14FEB2018",11,29,111,0.52,0.49,0.327,0.298,0.376,736.926566695652,21.0709565217391,10.9661739130435,0.212863043478261,0.159269043478261,1.29938669565217,708.182446869565,80.8086681890359,164.755509258979,54.7015187448015,491.401816511433,44.9283807751492,46.594
"Oh43","2017","339","2","08MAR2018",12,34,276,0.665,0.41,0.343,0.364,0.293,1703.06503043478,34.5992173913044,23.0035652173913,0.268986,0.190003043478261,1.81556991304348,1426.56700252174,212.442650911153,517.591074090737,186.084145179584,1445.54763271138,184.495664617617,43.184
"Oh43","2017","292","1","29JAN2018",11,36,123,0.729,0.495,0.297,0.342,0.361,1270.37088417391,25.146,18.3211304347826,0.216650956521739,0.159269043478261,1.961642,1010.76374582609,130.154261308129,263.066124272212,122.614914230624,863.170989917754,81.2295073480983,46.951
"PHB47","2017","312","2","25JAN2018",13,45,146,1.051,0.294,0.293,0.342,0.365,1130.89712086957,24.0526956521739,25.2895652173913,0.157424782608696,0.124945913043478,1.56863773913043,1216.0047793913,100.378114994329,341.97925384121,97.1708526729679,555.247591618578,40.5804961174176,47.143
"PHB47","2017","312","1","16JAN2018",9,54,173,0.572,0.409,0.308,0.337,0.354,1725.74851147826,33.362347826087,19.0941739130435,0.186491217391304,0.139688956521739,1.77316295652174,1581.81353634783,161.261339773157,393.974576400756,137.687998298677,1005.62220608189,81.9614380196505,46.401
"PHB47","2017","373","1","21DEC2017",11,66,306,0.75,0.334,0.335,0.311,0.354,1858.12229008696,30.1818260869565,22.6280869565217,0.139203043478261,0.0937039130434783,1.61250243478261,2076.07946921739,139.488104461248,417.09362279017,128.983826427221,807.874296803818,59.7367999614395,45.323
"PHB47","2017","373","2","03JAN2018",8,63,275,0.676,0.388,0.326,0.328,0.346,2644.47345782609,39.6460869565217,26.8025217391304,0.186170956521739,0.134354956521739,1.84117973913043,2488.22394426087,250.019501179584,644.435628011342,227.388776272212,1541.06080591418,143.587688710171,45.522
"PHHB4","2017","368","1","10JAN2018",17,42,154,0.71,0.524,0.322,0.332,0.346,1622.75266,26.3939130434783,18.7407826086957,0.206513043478261,0.156176869565217,1.43565217391304,1313.2700706087,161.753441965974,308.707474540643,158.202134964083,1049.22617863351,92.0942314163621,45.664
"PHHB4","2017","368","2","18JAN2018",29,65,223,1.223,0.511,0.319,0.332,0.349,1853.9882633913,19.2929565217391,23.5888695652174,0.173139652173913,0.124945913043478,1.25293782608696,1728.35321521739,157.104631213611,307.248303119093,122.486492022684,1001.54327832904,75.2984090010536,45.789
"PHHB4","2017","335","1","20DEC2017",26,70,274,0.873,0.393,0.326,0.323,0.351,2209.30245817391,24.892,21.7225217391304,0.138639826086957,0.110434782608696,1.49164260869565,2159.60958895652,158.08920147448,402.012367508507,149.337953655955,953.201441724287,55.1498037293943,45.588
"PHHB4","2017","335","2","08JAN2018",13.5,53,309,0.878,0.282,0.338,0.327,0.335,2288.55251226087,34.8973913043478,30.645652173913,0.162394347826087,0.128789043478261,1.6464832173913,2092.45319269565,187.368855092628,663.901654083176,180.762855742911,1157.804074411,79.01308199017,44.85
"PHK46","2017","316","3","15FEB2018",13,43,136,0.843,0.464,0.302,0.339,0.359,1353.48449913043,24.6711304347826,20.7948695652174,0.218682956521739,0.176695652173913,1.61234782608696,1166.6124473913,146.640843372401,315.939852294896,132.795880514178,924.361396105512,84.715601481955,46.852
"PHK46","2017","340","1","22DEC2017",23,60,341,0.78,0.427,0.31,0.339,0.351,2203.45553278261,31.6726956521739,24.7042608695652,0.211018782608696,0.156176869565217,2.00991304347826,2152.44762826087,244.741385020794,572.959888287335,234.883974404537,1460.7540526918,137.282701659003,46.198
"PHK46","2017","316","1","31JAN2018",9.5,39,164,0.724,0.393,0.343,0.334,0.323,1103.90445252174,23.4121739130435,16.9406956521739,0.201974173913043,0.154608695652174,1.52464052173913,997.947888695652,110.387729708885,280.723019258979,106.274804219282,697.580818141263,62.1486105178558,44.136
"PHK46","2017","340","2","12FEB2018",15,45,226,0.919,0.51,0.313,0.329,0.358,1887.66183852174,29.4750434782609,27.1006956521739,0.350453739130435,0.257578086956522,2.24908165217391,1523.47647286957,305.175558926276,598.29174810586,290.9974056862,2085.69003313626,338.06607607461,46.296
"PHK46","2017","316","2","15FEB2018",15,40,108,1.031,0.494,0.319,0.316,0.364,926.438495652174,18.0229565217391,18.5751304347826,0.224182608695652,0.178076086956522,1.39147826086957,896.702848173913,110.768239954631,224.087971848771,102.819356529301,651.019288238715,59.8018145031426,46.208
"PHR58","2017","313","1","15FEB2018",16,40,119,0.941,0.514,0.299,0.358,0.343,976.081536695652,17.5370434782609,16.4989565217391,0.242978608695652,0.178076086956522,1.37809356521739,847.144576869565,113.679143334594,221.069684086956,62.9563958260869,745.413807785172,75.4584824942084,46.296
"PHR58","2017","363","2","18JAN2018",12,47,131,0.9,0.437,0.316,0.337,0.347,1097.67513565217,21.0930434782609,18.9837391304348,0.223199739130435,0.159269043478261,1.62095069565217,933.748041391304,113.602431493384,260.125280102079,60.6674803478261,768.383752332416,78.9662925788746,45.944
"PHR58","2017","313","2","15MAR2018",12,54,166,1.051,0.445,0.312,0.356,0.332,1650.8182906087,27.5645217391304,28.9670434782609,0.306776782608696,0.217534434782609,2.19851356521739,1298.73572678261,229.102291962193,515.339233969754,101.429884340265,1592.52057615743,232.243656124628,45.386
"PHR58","2017","363","1","20DEC2017",22,54,161,1.27,0.481,0.309,0.351,0.34,1400.72157486957,16.8302608695652,21.3801739130435,0.194011826086957,0.154608695652174,1.12209469565217,1260.17380017391,135.392862941399,281.336957905482,129.521906941399,849.057503052401,66.2898219473288,45.87
"PHT60","2017","341","1","24JAN2018",27,55,240,0.913,0.525,0.326,0.328,0.346,2504.89383173913,23.5557391304348,21.5126956521739,0.181775652173913,0.141422782608696,1.2217952173913,2024.01037478261,217.817602049149,415.104359130435,120.727729761815,1417.06158077452,100.312892232181,45.448
"PHT60","2017","298","2","07FEB2018",15,46,133,1.061,0.432,0.334,0.325,0.341,1143.81520747826,20.32,21.5679130434783,0.23635252173913,0.168214260869565,1.70069565217391,1080.2154186087,135.845816483932,314.731305410208,103.766241640832,846.230773661051,91.7122593521661,45.186
"PHT60","2017","341","2","28FEB2018",23,46,190,0.93,0.496,0.327,0.319,0.354,1706.019448,22.2194782608696,20.6733913043478,0.216595739130435,0.168214260869565,1.23765365217391,1487.26428921739,180.154893058601,363.250447349716,136.671474933837,1152.0453275896,99.0222436909594,45.721
"PHT60","2017","298","1","25JAN2018",16,49,136,0.651,0.442,0.305,0.323,0.372,1277.86113434783,22.9704347826087,14.9639130434783,0.135602869565217,0.110434782608696,1.10633565217391,1310.43294582609,93.6410103516068,211.807613459357,90.4143566427221,536.704540833543,27.4515905953476,47.028
"R78","2017","296","1","25JAN2018",8,40,120,0.884,0.204,0.295,0.35,0.355,898.991123130435,28.0504347826087,24.7926086956522,0.193691565217391,0.139688956521739,1.23706834782609,939.630990608696,89.8912770132325,441.19559300189,55.2404529678639,542.406954454609,45.2893935191608,46.945
"R78","2017","296","2","29JAN2018",13,42,142,0.689,0.411,0.3,0.308,0.393,1292.15196947826,27.2994782608696,18.8180869565217,0.214099913043478,0.168214260869565,1.62199982608696,1142.07822295652,139.481640665406,339.20829773913,134.009976506616,864.677387661096,75.4651317605849,47.827
"R78","2017","361","2","22FEB2018",12,34,93,0.844,0.481,0.333,0.31,0.357,1032.084804,23.1581739130435,19.5469565217391,0.253193826086957,0.178076086956522,1.46191356521739,904.528786956522,126.289887062382,262.722811342155,121.582048438563,816.614001624514,89.1781479901818,45.848
"R78","2017","361","1","14FEB2018",14,36,120,0.754,0.439,0.272,0.288,0.44,1013.011944,24.8588695652174,18.7407826086957,0.238704782608696,0.178076086956522,1.55128843478261,996.324309652174,127.521545066163,290.533049032136,126.651981587902,754.000455774352,76.3860342641632,50.627
"R84","2017","370","1","12FEB2018",16,52,221,1.123,0.442,0.325,0.345,0.329,1504.18944669565,20.32,22.8158260869565,0.19646347826087,0.148159304347826,1.90984808695652,1396.90825078261,145.340156907372,329.107702049149,131.128952937618,925.670933702298,81.5563405043395,45.051
"R84","2017","317","2","05FEB2018",10,36,91,0.897,0.393,0.307,0.319,0.373,803.04951426087,19.1935652173913,17.2167826086957,0.220052347826087,0.159269043478261,1.14106739130435,703.968332869565,85.0663583137996,216.296231837429,30.0422595689981,551.451750439009,50.2741703959749,46.931
"R84","2017","370","2","14FEB2018",12,27,104,0.775,0.464,0.316,0.333,0.351,717.011564173913,18.376347826087,14.2460869565217,0.25260852173913,0.188710956521739,1.77494095652174,641.654380347826,91.0632973534972,196.214742638941,83.5852953572779,567.000753916219,63.1150000874179,46.172
"R84","2017","317","1","16JAN2018",13,39,140,0.567,0.423,0.284,0.323,0.393,1034.78641426087,24.6932173913043,14.0031304347826,0.166833826086957,0.128789043478261,1.29015434782609,1056.70933095652,93.6643044083176,221.518186147448,82.5330381776938,539.300052320355,39.4145006197471,48.324
"SA24","2017","284","2","09FEB2018",15,46,130,1.381,0.378,0.311,0.331,0.358,878.933427826087,15.9026086956522,21.9654782608696,0.189992,0.148159304347826,1.02317826086957,888.052657304348,85.014769905482,224.848687444234,53.8479318185255,518.667814299592,39.6593113689859,46.277
"SA24","2017","356","2","12MAR2018",13,46,214,0.917,0.41,0.313,0.337,0.35,1241.88150426087,24.3398260869565,22.3188695652174,0.257533913043478,0.187418869565217,2.36083060869565,1205.41361991304,158.936080688091,387.814335047259,157.655639319471,1002.98747630654,121.712541931013,46.059
"SA24","2017","356","1","22JAN2018",23,66,245,2.184,0.431,0.335,0.342,0.323,1517.33589034783,14.7982608695652,32.3132173913043,0.200196173913043,0.156176869565217,1.03714826086957,1362.75449417391,151.016467281664,350.56713836673,102.493971485822,949.37874944896,74.8631188960988,44.507
"SA24","2017","284","1","29JAN2018",10,30,111,1.524,0.402,0.304,0.362,0.334,585.455422608696,13.8374782608696,21.082,0.260769652173913,0.203630695652174,1.24394843478261,532.274570173913,75.2335832967864,187.049750907372,48.967644,478.153303219501,49.5411018423629,45.693
"Shoe Peg","2017","294","1","01FEB2018",15,31,82,0.71,0.689,0.294,0.333,0.373,1391.19553678261,22.7385217391304,16.1345217391304,0.268466956521739,0.200008434782609,2.07957530434783,992.965457826087,166.006741587902,240.764687077505,159.862476786389,1170.32152983217,141.396781621782,47.352
"Shoe Peg","2017","294","2","05FEB2018",8,64,164,1.099,0.388,0.319,0.35,0.331,1788.37612086957,27.9952173913044,30.7781739130435,0.228710434782609,0.160793043478261,1.789176,1467.01883269565,197.003691606805,507.689087674858,172.860560431002,1283.68619901066,134.799093620134,45.345
"Shoe Peg","2017","376","2","09MAR2018",10,49,169,0.8,0.494,0.305,0.351,0.344,2254.83296313044,36.0569565217391,28.8345217391304,0.33006747826087,0.230598869565217,2.52313660869565,1679.659582,339.606126079395,687.822942907372,67.8947358487713,2350.29082474586,373.854433650113,46.36
"Shoe Peg","2017","376","1","05MAR2018",10,55,238,0.832,0.53,0.317,0.367,0.316,3689.74971869565,45.0353043478261,37.4705217391304,0.351955652173913,0.238903565217391,2.40534686956522,2359.00775008696,534.098815939508,1008.01304586389,490.930660310019,4116.15569352128,712.207652380273,44.781
"Shoe Peg","2017","376","1","05MAR2018",10,55,238,0.832,0.53,0.317,0.367,0.316,3689.74971869565,45.0353043478261,37.4705217391304,0.351955652173913,0.238903565217391,2.40534686956522,2359.00775008696,534.098815939508,1008.01304586389,490.930660310019,4116.15569352128,712.207652380273,44.781
"Tx303","2017","350","2","18JAN2018",11,64,245,0.464,0.399,0.291,0.311,0.398,1956.4163033913,36.0459130434783,16.7308695652174,0.154465130434783,0.110434782608696,2.12034782608696,2100.15995026087,169.893800098299,425.956096680529,156.695948574669,948.693297560522,82.2263268214059,48.45
"Tx303","2017","332","2","11JAN2018",17,55,183,1.108,0.459,0.314,0.344,0.342,2198.36766982609,29.1768695652174,32.3242608695652,0.266412869565217,0.190003043478261,1.86173165217391,1672.96091730435,265.396261693762,577.911704714556,258.202788672968,1839.44392400741,219.090905074193,45.664
"Tx303","2017","332","1","03JAN2018",18,55,230,1.166,0.454,0.323,0.347,0.331,1755.10042017391,22.5507826086957,26.2945217391304,0.221399652173913,0.160793043478261,1.47982608695652,1485.88826078261,185.074695402646,408.065590355387,177.492906797732,1218.52615663755,117.368677161364,45.268
"Tx303","2017","350","1","22DEC2017",23,53,209,1.543,0.427,0.335,0.33,0.335,1836.08042408696,20.2537391304348,31.2530434782609,0.233746260869565,0.172499130434783,1.56177973913043,1595.79397243478,206.492665860113,484.063304083176,107.812455879017,1347.75262981406,141.837557143881,44.817
"Tzi8","2017","289","1","08FEB2018",18,40,119,0.812,0.651,0.308,0.321,0.371,1677.27310843478,21.501652173913,17.4486956521739,0.230996434782609,0.178076086956522,1.30444460869565,1206.87477147826,176.288811395085,270.634680389414,171.731957285444,1209.24837642493,110.217451875745,47.008
"Tzi8","2017","289","2","09FEB2018",16,50,232,0.803,0.396,0.311,0.34,0.349,1758.06759295652,28.6909565217391,23.025652173913,0.201587652173913,0.141422782608696,1.48492817391304,1591.75816643478,173.668778827977,438.782950714556,168.186748204159,1108.56805799818,99.8973142688729,46.207
"W64A","2017","305","1","25JAN2018",6,47,139,0.615,0.378,0.303,0.335,0.362,1099.59651313043,31.5291304347826,19.392347826087,0.242139304347826,0.178076086956522,2.28042304347826,1019.27234826087,138.459019379962,366.064027916824,110.997033935728,835.622474614261,100.91448673965,46.759
"W64A","2017","346","1","21DEC2017",8,31,148,0.653,0.254,0.337,0.296,0.367,696.374505913044,26.5153913043478,17.3161739130435,0.19063252173913,0.156176869565217,1.03030130434783,837.200344347826,80.3053458223062,316.314508536862,80.2709535500945,413.558315024529,31.1629996805201,45.892
"W64A","2017","305","2","08FEB2018",7,37,114,0.805,0.387,0.318,0.335,0.347,803.505212347826,25.5766956521739,20.5960869565217,0.320393391304348,0.230598869565217,1.96573913043478,747.767573826087,129.668013119093,335.47563857845,117.100930502836,805.966946755486,117.886745388092,45.988
"W64A","2017","346","2","08FEB2018",14,42,104,1.023,0.407,0.298,0.311,0.39,857.81470826087,19.2819130434783,19.7346956521739,0.196242608695652,0.160793043478261,0.887056347826087,875.21255973913,93.9537117202268,231.101678170132,36.5471553950851,525.608481191448,38.2902822629022,47.995
