Genotype,Year,Location,Experiment,Species,PlantID_ReplicateNumber,Plot,Replicate,Test_Type,Tester_Name,Planting_Date,Testing_Date,raw_data_file,Additional_Notes,line_raw_slope_N.m,SMURF_Name,X
NC262,2021,Newark,55&Friends,Maize,653-7,653,7,A,JR,5/20/21,9/27/21,653-7_09_27_2021_14_42_49.xls,NA,3203.63532,,NA
NC262,2021,Newark,55&Friends,Maize,640-5,640,5,A,JR,5/20/21,9/27/21,640-5_09_27_2021_14_40_37.xls,NA,3224.70836,,NA
NC262,2021,Newark,55&Friends,Maize,1004-3,1004,3,A,JR,5/20/21,9/28/21,1004-3_09_28_2021_12_26_07.xls,NA,3771.3416,,NA
NC262,2021,Newark,55&Friends,Maize,653-10,653,10,A,JR,5/20/21,9/27/21,653-10_09_27_2021_14_44_09.xls,NA,3534.15567,,NA
NC262,2021,Newark,55&Friends,Maize,640-8,640,8,A,JR,5/20/21,9/27/21,640-8_09_27_2021_14_41_38.xls,NA,4131.83818,,NA
NC262,2021,Newark,55&Friends,Maize,1004-4,1004,4,A,JR,5/20/21,9/28/21,1004-4_09_28_2021_12_26_52.xls,NA,4025.72715,,NA
NC262,2021,Newark,55&Friends,Maize,985-4,985,4,A,JR,5/20/21,9/28/21,985-4_09_28_2021_12_25_05.xls,NA,4461.6301,,NA
NC262,2020,Newark,55&Friends,Maize,103-2,103,2,A,jr,6/1/20,10/7/20,103-2_10_07_2020_13_24_03.xls,NA,2463.83108,,NA
NC262,2021,Newark,55&Friends,Maize,985-3,985,3,A,JR,5/20/21,9/28/21,985-3_09_28_2021_12_24_10.xls,NA,4290,,NA
NC262,2020,Newark,55&Friends,Maize,103-3,103,3,A,jr,6/1/20,10/7/20,103-3_10_07_2020_13_26_11.xls,NA,2231.17926,,NA
NC350,2021,Newark,55&Friends,Maize,1101-11,1101,11,A,JR,5/20/21,9/28/21,1101-11_09_28_2021_13_56_54.xls,NA,2154.1595,,NA
NC350,2021,Newark,55&Friends,Maize,759-7,759,7,A,JR,5/20/21,9/27/21,759-7_09_27_2021_15_47_15.xls,NA,3961.28931,,NA
NC350,2021,Newark,55&Friends,Maize,759-8,759,8,A,JR,5/20/21,9/27/21,759-8_09_27_2021_15_48_09.xls,NA,3223.50875,,NA
NC350,2021,Newark,55&Friends,Maize,766-7,766,7,A,JR,5/20/21,9/27/21,766-7_09_27_2021_15_50_21.xls,NA,2741.075,,NA
NC350,2020,Newark,55&Friends,Maize,217-2,217,2,A,jr,6/1/20,10/7/20,217-2_10_07_2020_15_12_29.xls,NA,1708.55196,,NA
NC350,2021,Newark,55&Friends,Maize,1101-10,1101,10,A,JR,5/20/21,9/28/21,1101-10_09_28_2021_13_56_14.xls,NA,2788.80718,,NA
NC350,2021,Newark,55&Friends,Maize,1120-13,1120,13,A,JR,5/20/21,9/28/21,1120-13_09_28_2021_13_57_51.xls,NA,2117.85323,,NA
NC350,2021,Newark,55&Friends,Maize,1120-10,1120,10,A,JR,5/20/21,9/28/21,1120-10_09_28_2021_13_58_38.xls,NA,2084.3217,,NA
NC350,2020,Newark,55&Friends,Maize,217-1,217,1,A,jr,6/1/20,10/7/20,217-1_10_07_2020_15_09_53.xls,NA,2082.8491,,NA
NC350,2021,Newark,55&Friends,Maize,766-5,766,5,A,JR,5/20/21,9/27/21,766-5_09_27_2021_15_49_15.xls,NA,2800.31468,,NA
Oh43,2021,Newark,55&Friends,Maize,666-7,666,7,A,JR,5/20/21,9/27/21,666-7_09_27_2021_13_46_49.xls,NA,3374.36325,,NA
Oh43,2021,Newark,55&Friends,Maize,627-2,627,2,A,JR,5/20/21,9/27/21,627-2_09_27_2021_13_44_37.xls,NA,2915.7774,,NA
Oh43,2021,Newark,55&Friends,Maize,974-5,974,5,A,JR,5/20/21,9/28/21,974-5_09_28_2021_11_38_24.xls,NA,4689.94245,,NA
Oh43,2021,Newark,55&Friends,Maize,627-1,627,1,A,JR,5/20/21,9/27/21,627-1_09_27_2021_13_43_34.xls,NA,2282.16068,,NA
Oh43,2021,Newark,55&Friends,Maize,1015-3,1015,3,A,JR,5/20/21,9/28/21,1015-3_09_28_2021_11_41_13.xls,NA,2873.20711,,NA
Oh43,2021,Newark,55&Friends,Maize,666-6,666,6,A,JR,5/20/21,9/27/21,666-6_09_27_2021_13_45_48.xls,NA,3632.66573,,NA
Oh43,2021,Newark,55&Friends,Maize,1015-2,1015,2,A,JR,5/20/21,9/28/21,1015-2_09_28_2021_11_40_16.xls,NA,2990.16499,,NA
Oh43,2021,Newark,55&Friends,Maize,974-6,974,6,A,JR,5/20/21,9/28/21,974-6_09_28_2021_11_39_21.xls,NA,3408.24423,,NA
PHB47,2021,Newark,55&Friends,Maize,514-3,514,3,A,JR,5/20/21,9/27/21,514-3_09_27_2021_13_15_11.xls,NA,2534.21304,,NA
PHB47,2021,Newark,55&Friends,Maize,890-7,890,7,A,JR,5/20/21,9/28/21,890-7_09_28_2021_10_58_49.xls,NA,3280.43429,,NA
PHB47,2021,Newark,55&Friends,Maize,547-7,547,7,A,JR,5/20/21,9/27/21,547-7_09_27_2021_13_17_31.xls,NA,2807.70354,,NA
PHB47,2020,Newark,55&Friends,Maize,199-3,199,3,A,jr,6/1/20,10/7/20,199-3_10_07_2020_14_09_30.xls,NA,2287.02168,,NA
PHB47,2021,Newark,55&Friends,Maize,890-8,890,8,A,JR,5/20/21,9/28/21,890-8_09_28_2021_10_59_39.xls,NA,2371.24602,,NA
PHB47,2021,Newark,55&Friends,Maize,867-4,867,4,A,JR,5/20/21,9/28/21,867-4_09_28_2021_10_57_50.xls,NA,3050.35553,,NA
PHB47,2020,Newark,55&Friends,Maize,199-1,199,1,A,jr,6/1/20,10/7/20,199-1_10_07_2020_14_05_42.xls,NA,1298.78649,,NA
PHB47,2021,Newark,55&Friends,Maize,867-5,867,5,A,JR,5/20/21,9/28/21,867-5_09_28_2021_10_56_56.xls,NA,3329.44071,,NA
PHB47,2021,Newark,55&Friends,Maize,514-4,514,4,A,JR,5/20/21,9/27/21,514-4_09_27_2021_13_14_14.xls,NA,3859.34387,,NA
PHB47,2021,Newark,55&Friends,Maize,547-4,547,4,A,JR,5/20/21,9/27/21,547-4_09_27_2021_13_16_24.xls,NA,2776.5747,,NA
PHB47,2020,Newark,55&Friends,Maize,199-2,199,2,A,jr,6/1/20,10/7/20,199-2_10_07_2020_14_07_42.xls,NA,2474.1894,,NA
PHHB4,2021,Newark,55&Friends,Maize,513-5,513,5,A,JR,5/20/21,9/27/21,513-5_09_27_2021_13_19_38.xls,NA,3437.71449,,NA
PHHB4,2021,Newark,55&Friends,Maize,980-7,980,7,A,JR,5/20/21,9/28/21,980-7_09_28_2021_12_03_01.xls,NA,3775.96968,,NA
PHHB4,2021,Newark,55&Friends,Maize,1009-6,1009,6,A,JR,5/20/21,9/28/21,1009-6_09_28_2021_12_04_51.xls,NA,3606.31444,,NA
PHHB4,2021,Newark,55&Friends,Maize,548-6,548,6,A,JR,5/20/21,9/27/21,548-6_09_27_2021_13_21_53.xls,NA,3955.33302,,NA
PHHB4,2021,Newark,55&Friends,Maize,513-4,513,4,A,JR,5/20/21,9/27/21,513-4_09_27_2021_13_18_40.xls,NA,4422.42042,,NA
PHHB4,2021,Newark,55&Friends,Maize,548-5,548,5,A,JR,5/20/21,9/27/21,548-5_09_27_2021_13_20_51.xls,NA,3648.48659,,NA
PHHB4,2021,Newark,55&Friends,Maize,1009-5,1009,5,A,JR,5/20/21,9/28/21,1009-5_09_28_2021_12_04_03.xls,NA,2409.53946,,NA
PHHB4,2021,Newark,55&Friends,Maize,980-6,980,6,A,JR,5/20/21,9/28/21,980-6_09_28_2021_12_02_18.xls,NA,3527.80299,,NA
PHK46,2020,Newark,55&Friends,Maize,207-3,207,3,A,jr,6/1/20,10/7/20,207-3_10_07_2020_14_37_08.xls,NA,2748.61003,,NA
PHK46,2021,Newark,55&Friends,Maize,876-2,876,2,A,JR,5/20/21,9/28/21,876-2_09_28_2021_10_18_12.xls,NA,3401.88807,,NA
PHK46,2020,Newark,55&Friends,Maize,139-3,139,3,A,jr,6/1/20,10/7/20,139-3_10_07_2020_13_46_00.xls,NA,2103.59186,,NA
PHK46,2020,Newark,55&Friends,Maize,139-1,139,1,A,jr,6/1/20,10/7/20,139-1_10_07_2020_13_41_54.xls,NA,1690.65352,,NA
PHK46,2020,Newark,55&Friends,Maize,207-1,207,1,A,jr,6/1/20,10/7/20,207-1_10_07_2020_14_31_18.xls,NA,2129.05649,,NA
PHK46,2020,Newark,55&Friends,Maize,207-2,207,2,A,jr,6/1/20,10/7/20,207-2_10_07_2020_14_34_35.xls,NA,2033.841,,NA
PHK46,2020,Newark,55&Friends,Maize,139-2,139,2,A,jr,6/1/20,10/7/20,139-2_10_07_2020_13_44_10.xls,NA,1622.104,,NA
PHK46,2021,Newark,55&Friends,Maize,520-8,520,8,A,JR,5/20/21,9/27/21,520-8 _09_27_2021_12_44_51.xls,NA,3059.80285,,NA
PHK46,2021,Newark,55&Friends,Maize,520-7,520,7,A,JR,5/20/21,9/27/21,520-7_09_27_2021_12_43_40.xls,NA,3326.83287,,NA
PHK46,2021,Newark,55&Friends,Maize,876-4,876,4,A,JR,5/20/21,9/28/21,876-4_09_28_2021_10_19_11.xls,NA,2524.11377,,NA
PHK46,2021,Newark,55&Friends,Maize,881-6,881,6,A,JR,5/20/21,9/28/21,881-6_09_28_2021_10_21_29.xls,NA,2579.1043,,NA
PHK46,2021,Newark,55&Friends,Maize,541-8,541,8,A,JR,5/20/21,9/27/21,541-8_09_27_2021_12_47_23.xls,NA,2627.6187,,NA
PHK46,2021,Newark,55&Friends,Maize,881-3,881,3,A,JR,5/20/21,9/28/21,881-3_09_28_2021_10_20_27.xls,NA,3099.3011,,NA
PHK46,2021,Newark,55&Friends,Maize,541-6,541,6,A,JR,5/20/21,9/27/21,541-6_09_27_2021_12_46_11.xls,NA,2843.91245,,NA
PHR58,2021,Newark,55&Friends,Maize,546-6,546,6,A,JR,5/20/21,9/27/21,546-6_09_27_2021_13_11_58.xls,NA,2855.41126,,NA
PHR58,2021,Newark,55&Friends,Maize,862-4,862,4,A,JR,5/20/21,9/28/21,862-4_09_28_2021_11_17_39.xls,NA,3208.79014,,NA
PHR58,2021,Newark,55&Friends,Maize,895-8,895,8,A,JR,5/20/21,9/28/21,895-8_09_28_2021_11_19_42.xls,NA,2789.65733,,NA
PHR58,2021,Newark,55&Friends,Maize,515-4,515,4,A,JR,5/20/21,9/27/21,515-4_09_27_2021_13_09_54.xls,NA,3329.59196,,NA
PHR58,2021,Newark,55&Friends,Maize,895-5,895,5,A,JR,5/20/21,9/28/21,895-5_09_28_2021_11_20_46.xls,NA,2418.51214,,NA
PHR58,2021,Newark,55&Friends,Maize,546-8,546,8,A,JR,5/20/21,9/27/21,546-8_09_27_2021_13_13_02.xls,NA,4687.93094,,NA
PHR58,2021,Newark,55&Friends,Maize,515-5,515,5,A,JR,5/20/21,9/27/21,515-5_09_27_2021_13_10_54.xls,NA,4765.6305,,NA
PHR58,2021,Newark,55&Friends,Maize,862-7,862,7,A,JR,5/20/21,9/28/21,862-7_09_28_2021_11_18_37.xls,NA,2641.0334,,NA
PHT60,2021,Newark,55&Friends,Maize,1002-8,1002,8,A,JR,5/20/21,9/28/21,1002-8_09_28_2021_12_31_25.xls,NA,2184.59466,,NA
PHT60,2021,Newark,55&Friends,Maize,987-6,987,6,A,JR,5/20/21,9/28/21,987-6_09_28_2021_12_28_10.xls,NA,4654.34204,,NA
PHT60,2020,Newark,55&Friends,Maize,201-2,201,2,A,jr,6/1/20,10/7/20,201-2_10_07_2020_14_20_59.xls,NA,2439.28789,,NA
PHT60,2021,Newark,55&Friends,Maize,1002-6,1002,6,A,JR,5/20/21,9/28/21,1002-6_09_28_2021_12_30_24.xls,NA,2249.1559,,NA
PHT60,2020,Newark,55&Friends,Maize,201-3,201,3,A,jr,6/1/20,10/7/20,201-3_10_07_2020_14_22_58.xls,NA,2949.89482,,NA
PHT60,2021,Newark,55&Friends,Maize,665-10,665,10,A,JR,5/20/21,9/27/21,665-10_09_27_2021_13_51_27.xls,NA,2581.04452,,NA
PHT60,2021,Newark,55&Friends,Maize,628-6,628,6,A,JR,5/20/21,9/27/21,628-6_09_27_2021_13_48_13.xls,NA,2083.4872,,NA
PHT60,2021,Newark,55&Friends,Maize,987-7,987,7,A,JR,5/20/21,9/28/21,987-7_09_28_2021_12_28_59.xls,NA,4388.66114,,NA
PHT60,2021,Newark,55&Friends,Maize,628-5,628,5,A,JR,5/20/21,9/27/21,628-5_09_27_2021_13_49_12.xls,NA,1911.82913,,NA
PHT60,2020,Newark,55&Friends,Maize,201-1,201,1,A,jr,6/1/20,10/7/20,201-1_10_07_2020_14_19_15.xls,NA,2866.54149,,NA
PHT60,2021,Newark,55&Friends,Maize,665-8,665,8,A,JR,5/20/21,9/27/21,665-8_09_27_2021_13_50_22.xls,NA,3726.27653,,NA
R78,2021,Newark,55&Friends,Maize,626-8,626,8,A,JR,5/20/21,9/27/21,626-8_09_27_2021_13_38_44.xls,NA,2188.17782,,NA
R78,2021,Newark,55&Friends,Maize,626-7,626,7,A,JR,5/20/21,9/27/21,626-7_09_27_2021_13_40_00.xls,NA,1681.09668,,NA
R78,2021,Newark,55&Friends,Maize,988-9,988,9,A,JR,5/20/21,9/28/21,988-9_09_28_2021_12_33_36.xls,NA,1931.35138,,NA
R78,2021,Newark,55&Friends,Maize,988-10,988,10,A,JR,5/20/21,9/28/21,988-10_09_28_2021_12_32_47.xls,NA,2346.71152,,NA
R78,2021,Newark,55&Friends,Maize,1001-2,1001,2,A,JR,5/20/21,9/28/21,1001-2_09_28_2021_12_36_40.xls,NA,3275.31424,,NA
R78,2021,Newark,55&Friends,Maize,667-9,667,9,A,JR,5/20/21,9/27/21,667-9_09_27_2021_13_42_05.xls,NA,1533.98181,,NA
R78,2021,Newark,55&Friends,Maize,667-10,667,10,A,JR,5/20/21,9/27/21,667-10_09_27_2021_13_41_05.xls,NA,2218.93114,,NA
R84,2021,Newark,55&Friends,Maize,979-3,979,3,A,JR,5/20/21,9/28/21,979-3_09_28_2021_11_59_06.xls,NA,3270,,NA
R84,2021,Newark,55&Friends,Maize,979-4,979,4,A,JR,5/20/21,9/28/21,979-4_09_28_2021_11_58_11.xls,NA,2119.6735,,NA
R84,2021,Newark,55&Friends,Maize,1010-4,1010,4,A,JR,5/20/21,9/28/21,1010-4_09_28_2021_12_00_12.xls,NA,2226.09399,,NA
R84,2021,Newark,55&Friends,Maize,1010-6,1010,6,A,JR,5/20/21,9/28/21,1010-6_09_28_2021_12_01_00.xls,NA,2306.36659,,NA
SA24,2021,Newark,55&Friends,Maize,1095-4,1095,4,A,JR,5/20/21,9/28/21,1095-4_09_28_2021_14_21_50.xls,NA,5123.66001,,NA
SA24,2021,Newark,55&Friends,Maize,1126-7,1126,7,A,JR,5/20/21,9/28/21,1126-7_09_28_2021_14_24_42.xls,NA,5183.5654,,NA
SA24,2021,Newark,55&Friends,Maize,1126-5,1126,5,A,JR,5/20/21,9/28/21,1126-5_09_28_2021_14_23_40.xls,NA,3152.25404,,NA
SA24,2021,Newark,55&Friends,Maize,769-7,769,7,A,JR,5/20/21,9/27/21,769-7_09_27_2021_16_02_57.xls,NA,3181.4739,,NA
SA24,2021,Newark,55&Friends,Maize,1095-3,1095,3,A,JR,5/20/21,9/28/21,1095-3_09_28_2021_14_22_38.xls,NA,2971.93449,,NA
SA24,2021,Newark,55&Friends,Maize,756-6,756,6,A,JR,5/20/21,9/27/21,756-6_09_27_2021_16_01_07.xls,NA,1967.75848,,NA
SA24,2021,Newark,55&Friends,Maize,769-6,769,6,A,JR,5/20/21,9/27/21,769-6_09_27_2021_16_02_15.xls,NA,3151.6212,,NA
SA24,2021,Newark,55&Friends,Maize,756-2,756,2,A,JR,5/20/21,9/27/21,756-2_09_27_2021_16_00_00.xls,NA,2623.84951,,NA
Shoe Peg,2021,Newark,55&Friends,Maize,657-4,657,4,A,JR,5/20/21,9/27/21,657-4_09_27_2021_14_24_36.xls,NA,3189.89377,,NA
Shoe Peg,2021,Newark,55&Friends,Maize,878-2,878,2,A,JR,5/20/21,9/28/21,878-2_09_28_2021_10_10_30.xls,NA,3836.10807,,NA
Shoe Peg,2021,Newark,55&Friends,Maize,878-4,878,4,A,JR,5/20/21,9/28/21,878-4_09_28_2021_10_11_23.xls,NA,4117.51247,,NA
Shoe Peg,2021,Newark,55&Friends,Maize,879-4,879,4,A,JR,5/20/21,9/28/21,879-4_09_28_2021_10_13_20.xls,NA,3422.48127,,NA
Shoe Peg,2021,Newark,55&Friends,Maize,879-3,879,3,A,JR,5/20/21,9/28/21,879-3_09_28_2021_10_12_22.xls,NA,2348.29708,,NA
Shoe Peg,2021,Newark,55&Friends,Maize,657-6,657,6,A,JR,5/20/21,9/27/21,657-6_09_27_2021_14_23_29.xls,NA,5852.90252,,NA
Shoe Peg,2021,Newark,55&Friends,Maize,636-7,636,7,A,JR,5/20/21,9/27/21,636-7_09_27_2021_14_21_35.xls,NA,2580.43603,,NA
Shoe Peg,2021,Newark,55&Friends,Maize,636-9,636,9,A,JR,5/20/21,9/27/21,636-9_09_27_2021_14_22_29.xls,NA,1420.82095,,NA
Tx303,2021,Newark,55&Friends,Maize,991-5,991,5,A,JR,5/20/21,9/28/21,991-5_09_28_2021_12_46_58.xls,NA,1833.83404,,NA
Tx303,2021,Newark,55&Friends,Maize,998-6,998,6,A,JR,5/20/21,9/28/21,998-6_09_28_2021_12_48_58.xls,NA,7413.39036,,NA
Tx303,2021,Newark,55&Friends,Maize,650-3,650,3,A,JR,5/20/21,9/27/21,650-3_09_27_2021_14_56_42.xls,NA,3333.35941,,NA
Tx303,2021,Newark,55&Friends,Maize,643-4,643,4,A,JR,5/20/21,9/27/21,643-4_09_27_2021_14_54_38.xls,NA,2115.29582,,NA
Tx303,2021,Newark,55&Friends,Maize,991-8,991,8,A,JR,5/20/21,9/28/21,991-8_09_28_2021_12_47_50.xls,NA,2144.77999,,NA
Tx303,2021,Newark,55&Friends,Maize,998-8,998,8,A,JR,5/20/21,9/28/21,998-8_09_28_2021_12_49_51.xls,NA,4000.17559,,NA
Tx303,2021,Newark,55&Friends,Maize,643-5,643,5,A,JR,5/20/21,9/27/21,643-5_09_27_2021_14_55_35.xls,NA,2172.5917,,NA
Tx303,2021,Newark,55&Friends,Maize,650-2,650,2,A,JR,5/20/21,9/27/21,650-2_09_27_2021_14_57_40.xls,NA,4657.38104,,NA
Tzi8,2021,Newark,55&Friends,Maize,1092-3,1092,3,A,JR,5/20/21,9/28/21,1092-3_09_28_2021_14_34_25.xls,NA,5439.68428,,NA
Tzi8,2021,Newark,55&Friends,Maize,1129-4,1129,4,A,JR,5/20/21,9/28/21,1129-4_09_28_2021_14_37_20.xls,NA,6498.78997,,NA
Tzi8,2021,Newark,55&Friends,Maize,754-4,754,4,A,JR,5/20/21,9/27/21,754-4_09_27_2021_16_04_13.xls,NA,1678.60185,,NA
Tzi8,2021,Newark,55&Friends,Maize,1092-6,1092,6,A,JR,5/20/21,9/28/21,1092-6_09_28_2021_14_36_25.xls,NA,3148.43965,,NA
Tzi8,2021,Newark,55&Friends,Maize,771-6,771,6,A,JR,5/20/21,9/27/21,771-6_09_27_2021_16_06_33.xls,NA,5907.70702,,NA
Tzi8,2021,Newark,55&Friends,Maize,1129-6,1129,6,A,JR,5/20/21,9/28/21,1129-6_09_28_2021_14_38_22.xls,NA,4064.84118,,NA
Tzi8,2021,Newark,55&Friends,Maize,754-8,754,8,A,JR,5/20/21,9/27/21,754-8_09_27_2021_16_05_17.xls,NA,4039.74165,,NA
Tzi8,2021,Newark,55&Friends,Maize,771-5,771,5,A,JR,5/20/21,9/27/21,771-5_09_27_2021_16_07_50.xls,NA,7320.0838,,NA
W64A,2021,Newark,55&Friends,Maize,869-6,869,6,A,JR,5/20/21,9/28/21,869-6_09_28_2021_10_49_24.xls,NA,2120.81747,,NA
W64A,2021,Newark,55&Friends,Maize,512-4,512,4,A,JR,5/20/21,9/27/21,512-4_09_27_2021_13_24_46.xls,NA,1377.08236,,NA
W64A,2021,Newark,55&Friends,Maize,549-6,549,6,A,JR,5/20/21,9/27/21,549-6_09_27_2021_13_26_47.xls,NA,1281.42701,,NA
W64A,2021,Newark,55&Friends,Maize,888-11,888,11,A,JR,5/20/21,9/28/21,888-11_09_28_2021_10_51_42.xls,NA,2316.86052,,NA
W64A,2021,Newark,55&Friends,Maize,512-3,512,3,A,JR,5/20/21,9/27/21,512-3_09_27_2021_13_23_45.xls,NA,1237.39112,,NA
W64A,2021,Newark,55&Friends,Maize,869-5,869,5,A,JR,5/20/21,9/28/21,869-5_09_28_2021_10_48_38.xls,NA,1563.04004,,NA
W64A,2021,Newark,55&Friends,Maize,888-9,888,9,A,JR,5/20/21,9/28/21,888-9_09_28_2021_10_50_42.xls,NA,1160.5626,,NA
W64A,2021,Newark,55&Friends,Maize,549-5,549,5,A,JR,5/20/21,9/27/21,549-5_09_27_2021_13_25_51.xls,NA,2311.5249,,NA
